D,0.129600,75
D,0.129600,76
A,0.130400,39
D,0.130400,77
D,0.130400,78
A,0.131200,40
D,0.131200,79
D,0.131200,80
A,0.132000,41
D,0.132000,81
D,0.132000,82
A,0.132800,42
D,0.132800,83
D,0.132800,84
A,0.133600,43
D,0.133600,85
D,0.133600,86
A,0.134400,44
D,0.134400,87
D,0.134400,88
A,0.135200,45
D,0.135200,89
D,0.135200,90
A,0.136000,46
D,0.136000,91
D,0.136000,92
A,0.136800,47
D,0.136800,93
D,0.136800,94
A,0.137600,48
D,0.137600,95
D,0.137600,96
A,0.138400,49
D,0.138400,97
D,0.138400,98
A,0.139200,50
D,0.139200,99
D,0.139200,100
A,0.140000,51
D,0.140000,101
D,0.140000,102
A,0.140800,52
D,0.140800,103
D,0.140800,104
A,0.141600,52
A,0.142400,52
A,0.143200,52
D,0.143200,52
A,0.144000,52
A,0.144800,52
A,0.145600,52
A,0.146400,52
A,0.147200,52
A,0.148000,52
A,0.148800,52
A,0.149600,52
A,0.150400,52
A,0.151200,52
A,0.152000,52
A,0.152800,52
A,0.153600,52
A,0.154400,52
A,0.155200,52
A,0.156000,52
A,0.156800,52
A,0.157600,52
A,0.158400,52
A,0.159200,52
A,0.160000,52
A,0.160800,52
A,0.161600,52
A,0.162400,52
A,0.163200,52
A,0.164000,52
A,0.164800,52
A,0.165600,52
A,0.166400,52
A,0.167200,52
A,0.168000,52
A,0.168800,52
A,0.169600,52
A,0.170400,54
D,0.170400,54
D,0.170400,55
A,0.191200,56
D,0.191200,56
D,0.191200,57
D,0.191200,58
A,0.192000,56
A,0.212000,58
D,0.212000,59
D,0.212000,60
D,0.212000,61
A,0.212800,58
A,0.213600,60
D,0.213600,62
D,0.213600,63
D,0.213600,64
A,0.232800,60
A,0.233600,62
D,0.233600,65
D,0.233600,66
D,0.233600,67
A,0.234400,62
A,0.235200,84
D,0.235200,84
D,0.235200,85
D,0.235200,86
D,0.235200,87
D,0.235200,88
D,0.235200,89
D,0.235200,90
A,0.236000,84
A,0.236800,84
A,0.254400,84
D,0.254400,84
A,0.255200,84
A,0.256000,84
A,0.256800,86
D,0.256800,86
D,0.256800,87
A,0.257600,86
A,0.258400,88
D,0.258400,88
D,0.258400,89
D,0.258400,90
A,0.259200,88
A,0.260000,90
D,0.260000,91
D,0.260000,92
D,0.260000,93
A,0.260800,90
A,0.261600,92
D,0.261600,94
D,0.261600,95
A,0.275200,92
A,0.277600,92
A,0.278400,92
D,0.278400,92
A,0.279200,92
A,0.280000,92
A,0.280800,92
A,0.281600,92
A,0.282400,94
D,0.282400,94
D,0.282400,95
A,0.283200,94
A,0.284000,96
D,0.284000,96
D,0.284000,97
D,0.284000,98
A,0.284800,96
A,0.299200,96
A,0.303200,96
D,0.303200,96
A,0.304000,96
A,0.304800,98
D,0.304800,98
D,0.304800,99
A,0.305600,98
A,0.306400,100
D,0.306400,100
D,0.306400,101
A,0.324000,100
A,0.325600,100
A,0.326400,100
D,0.326400,100
A,0.327200,102
D,0.327200,102
D,0.327200,103
A,0.328000,102
A,0.347200,102
A,0.348000,104
D,0.348000,104
D,0.348000,105
A,0.348800,104
A,0.368800,105
D,0.368800,106
A,0.369600,106
D,0.369600,107
D,0.369600,108
A,0.389600,107
D,0.389600,109
A,0.390400,108
D,0.390400,110
A,0.391200,109
D,0.391200,111
D,0.391200,112
A,0.410400,110
D,0.410400,113
A,0.411200,111
D,0.411200,114
A,0.412000,112
D,0.412000,115
A,0.412800,113
D,0.412800,116
A,0.431200,114
D,0.431200,117
D,0.431200,118
A,0.432000,115
D,0.432000,119
A,0.432800,116
D,0.432800,120
A,0.433600,117
D,0.433600,121
A,0.452000,118
D,0.452000,122
A,0.452800,119
D,0.452800,123
D,0.452800,124
A,0.453600,120
D,0.453600,125
A,0.454400,121
D,0.454400,126
A,0.455200,122
D,0.455200,127
A,0.472800,123
D,0.472800,128
A,0.473600,124
D,0.473600,129
A,0.474400,125
D,0.474400,130
D,0.474400,131
A,0.475200,126
D,0.475200,132
A,0.476000,127
D,0.476000,133
A,0.476800,128
D,0.476800,134
A,0.493600,129
D,0.493600,135
A,0.494400,130
D,0.494400,136
A,0.495200,131
D,0.495200,137
A,0.496000,132
D,0.496000,138
A,0.496800,133
D,0.496800,139
D,0.496800,140
A,0.497600,134
D,0.497600,141
A,0.498400,135
D,0.498400,142
A,0.514400,136
D,0.514400,143
A,0.515200,137
D,0.515200,144
A,0.516000,138
D,0.516000,145
A,0.516800,139
D,0.516800,146
A,0.517600,140
D,0.517600,147
A,0.518400,141
D,0.518400,148
D,0.518400,149
A,0.519200,142
D,0.519200,150
A,0.520000,143
D,0.520000,151
A,0.535200,144
D,0.535200,152
A,0.536000,145
D,0.536000,153
A,0.536800,146
D,0.536800,154
A,0.537600,147
D,0.537600,155
A,0.538400,148
D,0.538400,156
A,0.539200,149
D,0.539200,157
A,0.540000,150
D,0.540000,158
A,0.540800,151
D,0.540800,159
D,0.540800,160
A,0.541600,152
D,0.541600,161
A,0.556000,153
D,0.556000,162
A,0.556800,154
D,0.556800,163
A,0.557600,155
D,0.557600,164
A,0.558400,156
D,0.558400,165
A,0.559200,157
D,0.559200,166
A,0.560000,158
D,0.560000,167
A,0.560800,159
D,0.560800,168
A,0.561600,160
D,0.561600,169
A,0.562400,161
D,0.562400,170
D,0.562400,171
A,0.563200,162
D,0.563200,172
A,0.576800,163
D,0.576800,173
A,0.577600,164
D,0.577600,174
A,0.578400,165
D,0.578400,175
A,0.579200,166
D,0.579200,176
A,0.580000,167
D,0.580000,177
A,0.580800,168
D,0.580800,178
A,0.581600,169
D,0.581600,179
A,0.582400,170
D,0.582400,180
A,0.583200,171
D,0.583200,181
A,0.584000,172
D,0.584000,182
A,0.584800,173
D,0.584800,183
D,0.584800,184
A,0.597600,174
D,0.597600,185
A,0.598400,175
D,0.598400,186
A,0.599200,176
D,0.599200,187
A,0.600000,177
D,0.600000,188
A,0.600800,178
D,0.600800,189
A,0.601600,179
D,0.601600,190
A,0.602400,180
D,0.602400,191
A,0.603200,181
D,0.603200,192
A,0.604000,182
D,0.604000,193
A,0.604800,183
D,0.604800,194
A,0.605600,184
D,0.605600,195
A,0.606400,185
D,0.606400,196
D,0.606400,197
A,0.618400,186
D,0.618400,198
A,0.619200,187
D,0.619200,199
A,0.620000,188
D,0.620000,200
A,0.620800,189
D,0.620800,201
A,0.621600,190
D,0.621600,202
A,0.622400,191
D,0.622400,203
A,0.623200,192
D,0.623200,204
A,0.624000,193
D,0.624000,205
A,0.624800,194
D,0.624800,206
A,0.625600,195
D,0.625600,207
A,0.626400,196
D,0.626400,208
A,0.627200,197
D,0.627200,209
A,0.628000,198
D,0.628000,210
A,0.639200,199
D,0.639200,211
D,0.639200,212
A,0.640000,200
D,0.640000,213
A,0.640800,201
D,0.640800,214
A,0.641600,202
D,0.641600,215
A,0.642400,203
D,0.642400,216
A,0.643200,204
D,0.643200,217
A,0.644000,205
D,0.644000,218
A,0.644800,206
D,0.644800,219
A,0.645600,207
D,0.645600,220
A,0.646400,208
D,0.646400,221
A,0.647200,209
D,0.647200,222
A,0.648000,210
D,0.648000,223
A,0.648800,211
D,0.648800,224
A,0.660000,212
D,0.660000,225
A,0.660800,213
D,0.660800,226
A,0.661600,214
D,0.661600,227
D,0.661600,228
A,0.662400,215
D,0.662400,229
A,0.663200,216
D,0.663200,230
A,0.664000,217
D,0.664000,231
A,0.664800,218
D,0.664800,232
A,0.665600,219
D,0.665600,233
A,0.666400,220
D,0.666400,234
A,0.667200,221
D,0.667200,235
A,0.668000,222
D,0.668000,236
A,0.668800,223
D,0.668800,237
A,0.669600,224
D,0.669600,238
A,0.670400,225
D,0.670400,239
A,0.680800,226
D,0.680800,240
A,0.681600,227
D,0.681600,241
A,0.682400,228
D,0.682400,242
A,0.683200,229
D,0.683200,243
D,0.683200,244
A,0.684000,230
D,0.684000,245
A,0.684800,231
D,0.684800,246
A,0.685600,232
D,0.685600,247
A,0.686400,233
D,0.686400,248
A,0.687200,234
D,0.687200,249
A,0.688000,235
D,0.688000,250
A,0.688800,236
D,0.688800,251
A,0.689600,237
D,0.689600,252
A,0.690400,238
D,0.690400,253
A,0.691200,239
D,0.691200,254
A,0.692000,240
D,0.692000,255
A,0.701600,241
A,0.702400,242
A,0.703200,243
A,0.704000,244
A,0.704800,245
A,0.705600,246
A,0.706400,247
A,0.707200,248
A,0.708000,249
A,0.708800,250
A,0.709600,251
A,0.710400,252
A,0.711200,253
A,0.712000,254
A,0.712800,255
A,0.713600,256
X,0.112000,52
X,0.112800,54
X,0.113600,56
X,0.114400,58
X,0.115200,60
X,0.116000,62
X,0.132800,84
X,0.133600,86
X,0.134400,88
X,0.135200,90
X,0.136000,92
X,0.136800,94
X,0.137600,96
X,0.138400,98
X,0.139200,100
X,0.140000,102
X,0.140800,104
